chargeback_id,transaction_id,reason,amount,opened_at,resolved_at
CB000491,TXN00182448,DUPLICATE,185.88,2025-11-03 10:24:18.648698380,2025-12-10 10:24:18.648698380
CB000492,TXN00182504,PRODUCT_NOT_RECEIVED,44.15,2025-11-11 12:12:44.445263362,2025-11-30 12:12:44.445263362
CB000493,TXN00183442,PRODUCT_NOT_RECEIVED,109.84,2025-11-23 16:02:12.841198909,2025-12-25 16:02:12.841198909
CB000494,TXN00183988,DUPLICATE,35.44,2025-12-11 07:47:24.422510382,
CB000495,TXN00183993,AUTHORISATION,1453.72,2025-11-23 07:53:46.403313628,2026-01-15 07:53:46.403313628
CB000496,TXN00184055,DUPLICATE,21.85,2025-12-02 09:12:43.386617431,2025-12-23 09:12:43.386617431
CB000497,TXN00184773,PRODUCT_NOT_RECEIVED,2426.58,2025-11-19 06:18:20.098124270,2025-11-29 06:18:20.098124270
CB000498,TXN00184964,AUTHORISATION,52.79,2025-11-16 12:47:03.510647049,2025-12-09 12:47:03.510647049
CB000499,TXN00185053,FRAUD,54.46,2025-11-14 14:53:43.159868457,
CB000500,TXN00185058,FRAUD,3758.15,2025-11-18 14:59:17.481462748,2026-01-12 14:59:17.481462748
