transaction_id,customer_id,merchant_id,amount,currency,channel,status,created_at,route_id
TXN00000445,CUS008342,MER00237,28.22,AED,CARD,CAPTURED,2025-01-01 20:36:56.830728619,RT_AE_03
TXN00000446,CUS002928,MER00323,5858.8,INR,UPI,CAPTURED,2025-01-01 20:39:42.404200211,RT_IN_01
TXN00000447,CUS007557,MER00154,1867.19,INR,UPI,CAPTURED,2025-01-01 20:39:47.474655604,RT_IN_02
TXN00000448,CUS007148,MER00100,215.15,SGD,CARD,CAPTURED,2025-01-01 20:43:36.863229968,RT_SG_02
TXN00000449,CUS012943,MER00390,22640.49,INR,UPI,CAPTURED,2025-01-01 20:44:59.311297557,RT_IN_01
TXN00000450,CUS001674,MER00284,53.25,AED,CARD,CAPTURED,2025-01-01 20:58:23.046819573,RT_AE_03
TXN00000451,CUS013907,MER00122,19824.55,INR,WALLET,CAPTURED,2025-01-01 21:07:37.854860506,RT_IN_01
TXN00000452,CUS006351,MER00237,14.64,AED,BANK_TRANSFER,CAPTURED,2025-01-01 21:07:43.132985211,RT_AE_03
TXN00000453,CUS014468,MER00456,95808.35,INR,CARD,CAPTURED,2025-01-01 21:19:38.743257458,RT_IN_01
TXN00000454,CUS012374,MER00436,18307.16,INR,CARD,CAPTURED,2025-01-01 21:23:30.323916994,RT_IN_01
TXN00000455,CUS010209,MER00412,964.77,INR,CARD,CAPTURED,2025-01-01 21:25:04.896817013,RT_IN_01
TXN00000456,CUS011681,MER00279,3163.18,AED,CARD,CAPTURED,2025-01-01 21:25:07.507462081,RT_AE_03
TXN00000457,CUS012187,MER00427,72.62,SGD,CARD,CAPTURED,2025-01-01 21:31:08.367832039,RT_SG_01
TXN00000458,CUS012797,MER00313,320.77,AED,CARD,CAPTURED,2025-01-01 21:32:50.958363407,RT_AE_01
TXN00000459,CUS006051,MER00534,26.46,SGD,BANK_TRANSFER,CAPTURED,2025-01-01 21:33:35.999705336,RT_SG_03
TXN00000460,CUS011321,MER00344,175.33,SGD,CARD,CAPTURED,2025-01-01 21:41:34.084628681,RT_SG_02
TXN00000461,CUS009855,MER00242,4500.06,INR,WALLET,CAPTURED,2025-01-01 21:41:44.447554170,RT_IN_02
TXN00000462,CUS007798,MER00321,1707.84,INR,WALLET,CAPTURED,2025-01-01 21:43:40.196817285,RT_IN_01
TXN00000463,CUS002934,MER00592,220.33,AED,CARD,CAPTURED,2025-01-01 21:46:17.471137262,RT_AE_01
TXN00000464,CUS001649,MER00111,138.49,AED,WALLET,CAPTURED,2025-01-01 21:46:18.034657578,RT_AE_01
TXN00000465,CUS007769,MER00497,168.77,SGD,CARD,CAPTURED,2025-01-01 21:47:24.367614022,RT_SG_01
TXN00000466,CUS014396,MER00289,3219.56,INR,UPI,CAPTURED,2025-01-01 21:47:42.352258708,RT_IN_03
TXN00000467,CUS004657,MER00464,405.44,SGD,WALLET,CAPTURED,2025-01-01 21:49:01.776384849,RT_SG_02
TXN00000468,CUS001980,MER00325,11776.02,INR,CARD,CAPTURED,2025-01-01 21:49:29.106247476,RT_IN_01
TXN00000469,CUS014846,MER00290,1052.84,SGD,CARD,CAPTURED,2025-01-01 21:49:29.661310480,RT_SG_01
TXN00000470,CUS001028,MER00381,32788.22,INR,UPI,CAPTURED,2025-01-01 21:49:45.064794853,RT_IN_02
TXN00000471,CUS014270,MER00323,3465.46,INR,UPI,CAPTURED,2025-01-01 21:52:03.252064803,RT_IN_01
TXN00000472,CUS003291,MER00003,65.06,AED,CARD,CAPTURED,2025-01-01 21:52:45.606441554,RT_AE_03
TXN00000473,CUS010901,MER00547,7813.56,INR,UPI,CAPTURED,2025-01-01 21:53:53.254751560,RT_IN_01
TXN00000474,CUS012765,MER00373,3079.22,INR,UPI,CAPTURED,2025-01-01 21:55:17.212321690,RT_IN_01
TXN00000475,CUS005168,MER00283,4692.38,INR,CARD,FAILED,2025-01-01 21:55:51.156550062,RT_IN_02
TXN00000476,CUS002959,MER00226,6807.42,INR,UPI,CAPTURED,2025-01-01 21:55:51.362048194,RT_IN_02
TXN00000477,CUS005339,MER00429,1427.82,INR,UPI,CAPTURED,2025-01-01 21:58:17.160799852,RT_IN_02
TXN00000478,CUS000874,MER00367,387.08,AED,CARD,CAPTURED,2025-01-01 22:01:02.349335587,RT_AE_03
TXN00000479,CUS014306,MER00388,265.77,SGD,CARD,CAPTURED,2025-01-01 22:02:30.347970424,RT_SG_01
TXN00000480,CUS008442,MER00523,610.1,AED,CARD,CAPTURED,2025-01-01 22:02:33.265084280,RT_AE_02
TXN00000481,CUS007955,MER00087,1019.58,SGD,CARD,CAPTURED,2025-01-01 22:04:50.089716286,RT_SG_01
TXN00000482,CUS012025,MER00288,6704.23,INR,CARD,CAPTURED,2025-01-01 22:06:09.911724227,RT_IN_01
TXN00000483,CUS003754,MER00096,197.99,AED,BANK_TRANSFER,CAPTURED,2025-01-01 22:06:39.591914324,RT_AE_02
TXN00000484,CUS014822,MER00352,7.87,SGD,CARD,CAPTURED,2025-01-01 22:06:49.385319244,RT_SG_03
TXN00000485,CUS008491,MER00122,3070.82,INR,UPI,CAPTURED,2025-01-01 22:07:17.426790175,RT_IN_02
TXN00000486,CUS009829,MER00339,11744.39,INR,CARD,CAPTURED,2025-01-01 22:10:30.067254261,RT_IN_02
TXN00000487,CUS006355,MER00323,9463.18,INR,UPI,CAPTURED,2025-01-01 22:11:01.984385586,RT_IN_02
TXN00000488,CUS007861,MER00344,5234.45,SGD,CARD,CAPTURED,2025-01-01 22:11:36.235850479,RT_SG_03
TXN00000489,CUS012883,MER00543,45.07,SGD,CARD,CAPTURED,2025-01-01 22:12:01.728888531,RT_SG_01
TXN00000490,CUS009459,MER00323,4050.28,INR,CARD,CAPTURED,2025-01-01 22:12:54.662944350,RT_IN_01
TXN00000491,CUS006804,MER00185,210.27,AED,CARD,CAPTURED,2025-01-01 22:17:30.737123699,RT_AE_01
TXN00000492,CUS007988,MER00323,11780.15,INR,WALLET,CAPTURED,2025-01-01 22:19:10.058296332,RT_IN_02
TXN00000493,CUS009562,MER00159,17730.29,INR,CARD,CAPTURED,2025-01-01 22:24:59.682294344,RT_IN_01
TXN00000494,CUS002207,MER00257,228.5,AED,CARD,CAPTURED,2025-01-01 22:25:24.213562202,RT_AE_01
TXN00000495,CUS004909,MER00198,966.05,INR,CARD,CAPTURED,2025-01-01 22:25:41.896651327,RT_IN_01
TXN00000496,CUS014137,MER00429,2223.62,INR,UPI,CAPTURED,2025-01-01 22:30:52.001374282,RT_IN_02
TXN00000497,CUS000342,MER00464,567.79,SGD,CARD,CAPTURED,2025-01-01 22:32:32.696074115,RT_SG_01
TXN00000498,CUS007931,MER00301,5347.7,INR,WALLET,CAPTURED,2025-01-01 22:41:00.634316780,RT_IN_01
TXN00000499,CUS002162,MER00122,26959.15,INR,BANK_TRANSFER,CAPTURED,2025-01-01 22:43:02.365570274,RT_IN_02
TXN00000500,CUS000762,MER00204,36.1,AED,UPI,CAPTURED,2025-01-01 22:43:33.685905318,RT_AE_01
